Date as of,First week,Last week,State,County name,FIPS County Code,Deaths involving COVID-19,Deaths from All Causes
6/17/2020,2/1/2020,6/13/2020,VA,Loudoun County,51107,98,789
6/17/2020,2/1/2020,6/13/2020,VA,Mecklenburg County,51117,24,185
6/17/2020,2/1/2020,6/13/2020,VA,Northampton County,51131,12,64
6/17/2020,2/1/2020,6/13/2020,VA,Page County,51139,22,114
6/17/2020,2/1/2020,6/13/2020,VA,Prince William County,51153,71,724
6/17/2020,2/1/2020,6/13/2020,VA,Rockingham County,51165,20,359
6/17/2020,2/1/2020,6/13/2020,VA,Shenandoah County,51171,20,195
6/17/2020,2/1/2020,6/13/2020,VA,Alexandria city,51510,68,404
6/17/2020,2/1/2020,6/13/2020,VA,Charlottesville city,51540,16,371
6/17/2020,2/1/2020,6/13/2020,VA,Chesapeake city,51550,10,700
6/17/2020,2/1/2020,6/13/2020,VA,Fredericksburg city,51630,15,332
6/17/2020,2/1/2020,6/13/2020,VA,Galax city,51640,14,78
6/17/2020,2/1/2020,6/13/2020,VA,Harrisonburg city,51660,13,123
6/17/2020,2/1/2020,6/13/2020,VA,Manassas city,51683,61,230
6/17/2020,2/1/2020,6/13/2020,VA,Newport News city,51700,22,772
6/17/2020,2/1/2020,6/13/2020,VA,Norfolk city,51710,12,966
6/17/2020,2/1/2020,6/13/2020,VA,Petersburg city,51730,29,302
6/17/2020,2/1/2020,6/13/2020,VA,Portsmouth city,51740,15,419
6/17/2020,2/1/2020,6/13/2020,VA,Richmond city,51760,45,1181
6/17/2020,2/1/2020,6/13/2020,VA,Roanoke city,51770,18,909
6/17/2020,2/1/2020,6/13/2020,VA,Salem city,51775,14,372
6/17/2020,2/1/2020,6/13/2020,VA,Suffolk city,51800,37,382
6/17/2020,2/1/2020,6/13/2020,VA,Virginia Beach city,51810,23,1175
6/17/2020,2/1/2020,6/13/2020,VA,Winchester city,51840,21,425
6/17/2020,2/1/2020,6/13/2020,WA,Benton County,53005,68,773
6/17/2020,2/1/2020,6/13/2020,WA,Chelan County,53007,11,343
6/17/2020,2/1/2020,6/13/2020,WA,Clark County,53011,18,1452
6/17/2020,2/1/2020,6/13/2020,WA,Island County,53029,12,227
6/17/2020,2/1/2020,6/13/2020,WA,King County,53033,529,5428
6/17/2020,2/1/2020,6/13/2020,WA,Pierce County,53053,82,2730
6/17/2020,2/1/2020,6/13/2020,WA,Skagit County,53057,11,469
6/17/2020,2/1/2020,6/13/2020,WA,Snohomish County,53061,128,2122
6/17/2020,2/1/2020,6/13/2020,WA,Spokane County,53063,36,1965
6/17/2020,2/1/2020,6/13/2020,WA,Whatcom County,53073,40,701
6/17/2020,2/1/2020,6/13/2020,WA,Yakima County,53077,78,846
6/17/2020,2/1/2020,6/13/2020,WV,Kanawha County,54039,27,1051
6/17/2020,2/1/2020,6/13/2020,WI,Brown County,55009,42,1067
6/17/2020,2/1/2020,6/13/2020,WI,Dane County,55025,39,1730
6/17/2020,2/1/2020,6/13/2020,WI,Grant County,55043,10,171
6/17/2020,2/1/2020,6/13/2020,WI,Kenosha County,55059,37,561
6/17/2020,2/1/2020,6/13/2020,WI,Milwaukee County,55079,311,3982
6/17/2020,2/1/2020,6/13/2020,WI,Ozaukee County,55089,36,442
6/17/2020,2/1/2020,6/13/2020,WI,Racine County,55101,35,715
6/17/2020,2/1/2020,6/13/2020,WI,Rock County,55105,15,642
6/17/2020,2/1/2020,6/13/2020,WI,Walworth County,55127,17,333
6/17/2020,2/1/2020,6/13/2020,WI,Waukesha County,55133,33,1357
